Ingredient ID,Ingredient Name,Category,Supplier Name,Supplier Type,Price per KG (USD),Potency (%),Active,Notes
RM229,RASPBERRY KETONES,Flavors,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",35.00,100,TRUE,No
RM213,Red Beet Juice Powder (Color),Botanicals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",8.30,10,FALSE,No
RM214,Rose hips (rosa canina) fruit powder,Botanicals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",12.50,10,TRUE,No
RM219,Rosemary Leaf Extract,Botanicals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",11.80,10,TRUE,No
RM230,Silicon Dioxide,Excipients,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",5.10,100,FALSE,No
RM215,Sodium Citrate,Minerals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",3.05,95,TRUE,No
RM216,Vitamin B1 (Thiamine hcl),Vitamins,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",47.00,98,TRUE,No
RM231,Vitamin B12 (Cyanocobalamin) 1%,Vitamins,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",36.00,1,TRUE,No
RM232,Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g),Vitamins,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",20.00,98,TRUE,No
RM233,Vitamin K (as Phytonadione),Vitamins,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",22.25,98,TRUE,Yes
RM217,Zeaxanthin 5% (Marigold extract Zeaxanthin),Botanicals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",64.00,5,TRUE,No
RM235,Zinc (as Zinc Gluconate),Minerals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",2.00,95,TRUE,No
RM236,Zinc (as Zinc Oxide),Minerals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",7.99,95,TRUE,No
RM218,Zinc Picolinate 20%,Minerals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",19.90,20,TRUE,No
RM234,white kidney Bean extract 10:1,Botanicals,GWI - Ingredients Online,"Brown Rice Flour, Calcium Citrate 21% granular, Choline (as Choline Bitartrate), Co-Enzyme Q10, Colloidal Silicon Dioxide , Gymnema Sylvestre Ext 75% Gymnemic Acid Leaves, Horny Goat Weed 10% Icarins , L- Tryptophan, L-Valine , Lycopene 5% (Lycopersium esculentum) , Maca Root powder , N-Acetyl-L-Cysteine , Papaya leaf ( carica papaya ) powder, Pink Himalayan Salt, PQQ (Pyrroloquinoline Quinone Disodium Salt, Pyridoxal-5-Phosphate, Red Beet Juice Powder (Color), Rose hips (rosa canina) fruit powder, Sodium Citrate , Vitamin B1 (Thiamine hcl), Zeaxanthin 5% (Marigold extract Zeaxanthin), Zinc Picolinate 20%, Rosemary Leaf Extract , Aspartame Powder 100 Mesh by GSWEET, Boswellic Acid, Coconut Flour by Natura Bio Foods, CORN STARCH, Green Coffee Bean Extract (Extract 50% Chlorogenic Acid ), L-Aspartic Acid, L-Phenylalanine, Magnesium Taurate, Pomegrante Fruit Powder, RASPBERRY KETONES, Silicon Dioxide, Vitamin B12 (Cyanocobalamin) 1%, Vitamin E (as DL-Alpha Tocopheryl Acetate (510IU/g), Vitamin K (as Phytonadione), white kidney Bean extract 10:1, Zinc (as Zinc Gluconate), Zinc (as Zinc Oxide)",11.50,10,TRUE,No
RM163,Grass-Fed Bovine Heart,Other,Gembra,"Grass-Fed Bovine Heart, Grass-Fed Bovine Pancreas, Grass-Fed Bovine Spleen",44.00,95,TRUE,No
RM164,Grass-Fed Bovine Pancreas,Other,Gembra,"Grass-Fed Bovine Heart, Grass-Fed Bovine Pancreas, Grass-Fed Bovine Spleen",68.00,95,TRUE,No
RM165,Grass-Fed Bovine Spleen,Other,Gembra,"Grass-Fed Bovine Heart, Grass-Fed Bovine Pancreas, Grass-Fed Bovine Spleen",59.00,95,TRUE,No
RM170,Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%,Amino Acids,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",14.20,5,TRUE,No
RM176,Boron Citrate 5%,Other,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",13.87,5,TRUE,No
RM177,CROSPOVIDONE (CROSPVP-H),Other,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",41.09,95,TRUE,No
RM171,Copper ( as copper oxide),Minerals,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",31.00,95,TRUE,Yes
RM168,Croscarmellose Sodium (Primellose),Minerals,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",10.15,95,TRUE,No
RM169,Cupric Sulfate,Other,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",41.00,95,TRUE,Yes
RM166,L-Selenomethionine 0.5%,Amino Acids,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",30.21,5,TRUE,No
RM172,MAGNESIUM ASPARTATE,Minerals,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",14.29,95,TRUE,No
RM167,Manganese Citrate,Minerals,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",21.31,95,TRUE,No
RM173,Povidone K30 USP,Other,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",30.80,95,TRUE,No
RM174,Stearic Acid NF,Other,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",4.61,95,TRUE,No
RM175,stearic acid nf powder,Botanicals,Generichem Corporation,"L-Selenomethionine 0.5%, Manganese Citrate, Croscarmellose Sodium (Primellose), Cupric Sulfate, Boron (as Boron Amino Acid Chelate) -- Boron Chelate 5%, Copper ( as copper oxide), MAGNESIUM ASPARTATE, Povidone K30 USP, Stearic Acid NF, stearic acid nf powder , Boron Citrate 5%, CROSPOVIDONE (CROSPVP-H)",3.95,10,TRUE,No
RM178,Green Tea Leaf 30% Caffeine 35% Polyphenols,Botanicals,Givaudan Flavors Corp,Green Tea Leaf 30% Caffeine 35% Polyphenols,58.00,30,TRUE,No
RM179,Quatrefolic,Other,Gnosis,Quatrefolic,"13,000.00",95,TRUE,No
RM184,Bovine Colostrum Powder 15% IgG,Botanicals,Green Jeeva,"Nutmeg Seed Powder , Vitamin C (As Calcium Ascorbate) , Bovine Colostrum Powder 15% IgG, Guarana Seed Extract 22% Caffeine, Iron Glycinate 20%, Magnesium Citrate Anhydrous Granules, Magnesium Glycinate 14% , Organic Kelp (Ascophyllum nodosum) Whole (Allergen free)",40.55,15,TRUE,No
RM185,Guarana Seed Extract 22% Caffeine,Botanicals,Green Jeeva,"Nutmeg Seed Powder , Vitamin C (As Calcium Ascorbate) , Bovine Colostrum Powder 15% IgG, Guarana Seed Extract 22% Caffeine, Iron Glycinate 20%, Magnesium Citrate Anhydrous Granules, Magnesium Glycinate 14% , Organic Kelp (Ascophyllum nodosum) Whole (Allergen free)",32.50,22,TRUE,No
RM186,Iron Glycinate 20%,Minerals,Green Jeeva,"Nutmeg Seed Powder , Vitamin C (As Calcium Ascorbate) , Bovine Colostrum Powder 15% IgG, Guarana Seed Extract 22% Caffeine, Iron Glycinate 20%, Magnesium Citrate Anhydrous Granules, Magnesium Glycinate 14% , Organic Kelp (Ascophyllum nodosum) Whole (Allergen free)",20.35,20,TRUE,No
